"Name","Position","Age","Height","Weight","Inf","Club","Division","Nationality","Home-Grown","Personality","Media Handling","Wage","Transfer Value","Asking Price","Preferred Foot","Starts","Minutes Played","Average Rating","Sub Appearances","Minutes/Game","Goals (percentile)","Goals/90 (percentile)","Minutes/Goal (percentile)","xG (percentile)","xG/90 (percentile)","xG/Shot (percentile)","xG Overperformance (percentile)","xG Overperformance/90 (percentile)","Non-pen Goals (percentile)","Non-pen Goals/90 (percentile)","Non-pen Goals/Shot (percentile)","Minutes/Non-pen Goal (percentile)","Non-pen xG (percentile)","Non-pen xG/90 (percentile)","Non-pen Goals - Non-pens xG /90 (percentile)","Non-pen xG/Shot (percentile)","Non-pen xG Overperformance (percentile)","Non-pen xG Overperformance/90 (percentile)","Goals Outside Box (percentile)","Goals Outside Box/90 (percentile)","Assists (percentile)","Assists/90 (percentile)","Minutes/Assist (percentile)","xA (percentile)","xA/90 (percentile)","xA Overperformance (percentile)","xA Overperformance/90 (percentile)","Assists/Clear Cut Chances Created (percentile)","Goal Contributions (percentile)","Goal Contributions/90 (percentile)","xGC (percentile)","xGC/90 (percentile)","xGC Overperformance (percentile)","xGC Overperformance/90 (percentile)","Non-pen Goal Contributions (percentile)","Non-pen Goal Contributions/90 (percentile)","Non-pen xGC (percentile)","Non-pen xGC/90 (percentile)","Non-pen xGC Overperformance (percentile)","Non-pen xGC Overperformance/90 (percentile)","Conversion % (percentile)","Shots (percentile)","Shots/90 (percentile)","Shots on Target (percentile)","Shots on Target/90 (percentile)","Shots on Target % (percentile)","Shots Outside Box/90 (percentile)","Passes Attempted (percentile)","Passes Attempted/90 (percentile)","Passes Completed (percentile)","Passes Completed/90 (percentile)","Pass Completion % (percentile)","Progressive Passes/90 (percentile)","Progressive Passes (percentile)","Progressive Pass Rate (percentile)","Key Passes (percentile)","Key Passes/90 (percentile)","Key Pass % (percentile)","Open Play Key Passes (percentile)","Open Play Key Passes/90 (percentile)","Open Play Key Pass % (percentile)","Crosses Attempted (percentile)","Crosses Attempted/90 (percentile)","Crosses Completed (percentile)","Crosses Completed/90 (percentile)","Crosses Completed % (percentile)","Open Play Crosses Attempted (percentile)","Open Play Crosses Attempted/90 (percentile)","Open Play Crosses Completed (percentile)","Open Play Crosses Completed/90 (percentile)","Open Play Cross Completion % (percentile)","Chances Created (percentile)","Chances Created/90 (percentile)","Clear Cut Chances Created (percentile)","Clear Cut Chances Created/90 (percentile)","Pressures Attempted (percentile)","Pressures Attempted/90 (percentile)","Pressures Completed (percentile)","Pressures Completed/90 (percentile)","Pressure Success % (percentile)","Possession Won/90 (percentile)","Possession Lost/90 (percentile)","Poss+-/90 (percentile)","Poss+- % (percentile)","Dribbles/90 (percentile)","Dribbles (percentile)","Penalties Taken (percentile)","Penalties Scored (percentile)","Pens Scored % (percentile)","Tackles Attempted (percentile)","Tackles Attempted/90 (percentile)","Tackles Completed (percentile)","Tackles Completed/90 (percentile)","Tackles Failed (percentile)","Tackle Completion % (percentile)","Tackles Failed/90 (percentile)","Key Tackles (percentile)","Key Tackles/90 (percentile)","Tackle Quality (percentile)","Interceptions (percentile)","Interceptions/90 (percentile)","Blocks (percentile)","Blocks/90 (percentile)","Shots Blocked (percentile)","Shots Blocked/90 (percentile)","Headers Attempted (percentile)","Headers Attempted/90 (percentile)","Headers Won (percentile)","Headers Won/90 (percentile)","Headers Won % (percentile)","Headers Lost (percentile)","Headers Lost/90 (percentile)","Headers Lost % (percentile)","Key Headers (percentile)","Key Headers/90 (percentile)","Aerial Challenges Attempted/90 (percentile)","Duels Win % (percentile)","Fouls Against (percentile)","Fouls Made (percentile)","Net Fouls (percentile)","Fouls Won/90 (percentile)","Fouls Committed/90 (percentile)","Clearances (percentile)","Clearances/90 (percentile)","Offsides (percentile)","Offsides/90 (percentile)","Offside/Non-pen Goals (percentile)","Offside/Non-pen xG (percentile)","Distance Covered/90 (percentile)","Distance Covered (percentile)","Total Saves (percentile)","Saves/90 (percentile)","Save % (percentile)","xSave % (percentile)","xSave % Overperformance (percentile)","Saves Held (percentile)","Saves Held/90 (percentile)","Saves Held Ratio (percentile)","Saves Held/Shots Faced Ratio (percentile)","Saves Tipped (percentile)","Saves Tipped/90 (percentile)","Saves Tipped Ratio (percentile)","Saves Tipped/Shots Faced Ratio (percentile)","Saves Parried (percentile)","Saves Parried/90 (percentile)","Saves Parried Ratio (percentile)","Saves Parried/Shots Faced Ratio (percentile)","Saves/Goal Conceaded (percentile)","Save Efficiency (percentile)","Shots on Target Against (percentile)","Shots on Target Against/90 (percentile)","xGP (percentile)","xGP/90 (percentile)","Penalties Faced (percentile)","Penalties Saved (percentile)","Pens Saved % (percentile)","Goals Conceded (percentile)","Conceded/90 (percentile)","Clean Sheets (percentile)","Clean Sheet Ratio (percentile)","Red Cards (percentile)","Yellow Cards (percentile)","Yellows/Tackle (percentile)","Reds/Tackle (percentile)","Yellows/90 (percentile)","Reds/90 (percentile)","Player of the Match (percentile)","Mistakes Leading to Goal (percentile)","Sprints/90 (percentile)","Attacking Actions/90 (percentile)","Creative Actions/90 (percentile)","Defensive Actions/90 (percentile)","Goalkeeping Actions/90 (percentile)","Excitement Factor/90 (percentile)","General Performance","Goalkeeping","Defensive Defender","Creative Defender","Attacking Defender","Creative Midfielder","Attacking Midfielder","Creative Winger","Attacking Winger","Creative Forward","Attacking Forward","Finisher","Aerial Threat","Reader","Assister","Ball Winning Defenders"
"Ryan Gravenberch","DM, M/AM (C)",22,"6'3""","169 lbs","-","Liverpool","English Premier Division","NED (SUR)","Trained in nation (15-21)","Fairly Determined","Level-headed","£160,000 p/w","£96M - £113M","-","Right",27,2556,7.12,18,56.8,82,61,60,82,59,38,96,86,83,62,76,63,83,62,87,43,96,87,64,46,58,42,42,88,70,14,34,28,85,65,86,61,88,76,86,66,87,62,88,76,74,85,62,76,51,31,56,87,76,87,76,61,67,84,57,91,83,62,92,86,61,50,25,0,5,6,55,28,0,5,8,95,90,89,72,82,50,85,65,65,83,77,84,82,52,75,0,0,0,80,51,78,48,17,32,36,0,0,91,78,56,73,49,0,3,68,18,78,51,71,46,90,73,60,41,18,70,81,39,91,58,73,79,59,100,100,100,100,62,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,100,49,53,75,51,0,50,89,0,60,79,75,94,87,82,87,93,87,85,62,64,78,67
"Manuel Locatelli","DM, M (C)",26,"6'1""","165 lbs","-","Juventus","Italian Serie A","ITA","-","Resolute","Reserved","£92,000 p/w","£94M - £135M","-","Right",43,3413,7.06,1,77.57,37,15,17,73,38,78,32,58,37,15,40,17,74,40,50,80,32,59,0,0,58,28,30,93,70,4,26,30,61,26,85,47,6,34,62,27,86,49,6,34,36,66,28,43,17,15,17,97,88,97,89,84,81,96,61,94,75,47,97,82,51,54,21,38,15,60,59,23,44,18,60,87,69,85,53,96,62,98,78,66,83,77,84,82,41,77,0,0,0,97,78,97,77,5,42,26,62,35,48,94,70,85,49,64,34,86,31,86,53,61,18,67,63,82,58,33,64,78,2,2,36,20,91,66,35,47,30,33,72,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,20,100,15,100,0,2,56,32,67,72,0,33,81,0,82,93,65,79,66,79,68,75,63,57,74,81,74,82
"Patrick Dorgu","D/WB/M (L)",19,"5'9""","123 lbs","-","Salento","Italian Serie A","DEN (NGA)","-","Fairly Determined","Level-headed","£2,000 p/w","£43M - £63M","-","Left",4,514,6.5,7,46.73,0,0,0,1,0,1,64,62,0,0,0,0,1,0,63,1,65,63,0,0,0,68,67,21,26,78,90,0,0,38,15,7,75,84,0,39,15,8,75,84,0,0,5,0,0,0,26,37,42,37,41,27,70,45,90,0,3,9,0,4,10,54,67,0,34,10,53,69,0,42,10,0,0,0,0,41,69,24,21,2,44,40,38,40,60,39,0,0,0,47,95,41,85,46,10,3,33,87,62,38,82,41,93,22,48,29,16,30,39,53,79,73,56,0,0,16,48,36,49,41,67,14,45,90,100,100,100,100,74,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,100,73,37,16,68,0,39,42,0,89,58,51,28,29,43,39,42,31,10,34,73,75,68
"Brahim Díaz","M (C), AM (RC)",24,"5'7""","149 lbs","-","R. Madrid","Spanish First Division","MAR (ESP)","-","Resolute","Level-headed","£120,000 p/w","£38M - £46M","-","Right",41,2847,7.07,6,60.57,87,66,67,91,72,70,93,82,89,67,70,69,92,75,80,74,93,82,0,2,99,95,95,98,94,99,93,99,98,91,97,86,99,91,98,93,98,88,99,92,68,90,69,92,76,86,59,75,34,75,34,27,45,79,79,94,84,88,97,92,94,64,39,48,26,45,71,45,55,32,45,85,72,85,61,86,47,81,43,34,52,25,35,42,76,91,0,0,0,73,32,70,28,23,25,55,0,0,75,82,55,34,7,0,0,73,18,35,2,3,7,32,4,0,0,18,3,67,34,55,30,71,63,23,17,32,33,30,85,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,24,37,100,42,100,78,100,69,83,89,13,0,71,99,0,21,95,99,98,99,97,99,99,99,91,21,36,100,27
"Brais Méndez","M (C), AM (RC)",27,"6'2""","167 lbs","Inj","Man City","English Premier Division","ESP","-","Balanced","Level-headed","£125,000 p/w","£47M - £68M","-","Left",1,195,7.22,5,32.5,37,98,97,36,83,9,88,99,37,97,76,97,37,75,99,11,88,99,0,0,0,0,0,25,84,36,5,0,24,96,31,87,80,97,24,96,32,89,80,97,74,50,99,43,94,45,95,23,46,23,44,16,44,22,58,25,90,86,26,96,93,74,100,55,99,34,38,85,0,77,35,0,0,0,0,27,90,26,97,78,39,49,41,40,72,23,0,0,0,29,94,21,67,63,5,2,0,0,90,26,98,0,57,0,0,22,67,18,53,38,83,24,41,0,0,70,0,0,68,46,22,49,0,0,35,12,30,100,52,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,100,88,94,87,56,0,98,70,0,47,79,87,94,89,87,92,96,95,97,52,70,57,26
"Donyell Malen","AM (RL), ST (C)",25,"5'9""","149 lbs","-","Borussia Dortmund","Bundesliga","NED (SUR)","Trained in nation (15-21)","Balanced","Media-friendly","£99,000 p/w","£69M - £102M","-","Right",41,3078,7.11,2,71.58,87,63,64,96,81,60,25,50,89,64,40,66,97,84,42,64,25,50,94,74,81,58,58,86,58,84,73,64,92,71,96,77,65,62,93,73,97,80,66,62,36,96,82,95,80,68,84,77,32,77,33,27,34,75,58,96,87,90,99,94,96,91,71,83,60,34,96,81,92,72,34,95,87,85,58,96,72,88,53,24,28,30,25,24,95,99,0,0,0,86,49,88,56,34,68,75,0,0,63,86,56,41,9,0,0,85,39,60,16,14,4,27,17,0,0,40,18,97,18,98,87,52,74,35,2,8,8,9,59,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,100,60,96,91,24,0,96,97,0,40,81,97,93,92,95,96,94,95,84,31,40,89,14
"Richarlison","AM (RL), ST (C)",27,"5'11""","156 lbs","Wnt","Tottenham","English Premier Division","BRA","-","Balanced","Media-friendly","£175,000 p/w","£21M - £30M","-","Right",26,2134,7.01,1,79.04,82,68,68,86,71,38,93,84,83,70,59,70,87,74,84,43,93,85,0,0,0,8,12,47,19,49,58,5,79,63,79,56,89,79,80,65,80,57,89,80,55,89,76,82,65,33,68,68,38,67,36,13,24,59,24,71,53,59,74,58,63,85,73,79,69,45,91,83,87,81,47,82,76,70,55,87,89,88,92,58,29,5,8,17,87,91,0,0,0,84,78,81,71,12,25,15,0,0,36,77,74,26,7,0,0,73,47,74,54,52,27,46,55,40,28,49,48,76,9,12,57,12,40,9,5,10,13,5,46,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,100,83,85,70,52,0,87,68,0,38,53,79,59,56,73,68,76,64,88,63,58,48,29
"Sven Botman","D (LC), DM",24,"6'4""","200 lbs","-","Newcastle","English Premier Division","NED","Trained in nation (15-21)","Resolute","Level-headed","£150,000 p/w","£129M - £152M","-","Left",32,2762,7.03,0,86.31,0,0,0,40,13,21,25,43,0,0,0,0,41,14,42,23,25,43,0,0,37,22,22,55,19,73,65,0,24,10,48,12,47,60,24,10,49,13,47,60,0,47,17,0,0,1,6,96,96,96,96,84,86,92,52,57,21,15,59,22,15,35,12,24,13,80,38,13,28,15,80,0,0,0,0,48,3,59,16,95,99,100,99,100,12,39,0,0,0,61,16,63,19,53,68,89,86,74,68,80,51,70,40,96,92,88,60,94,88,95,51,96,98,92,84,63,98,40,41,26,9,75,68,34,35,47,100,100,19,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,12,12,100,28,100,0,100,17,7,18,86,0,14,65,0,78,65,56,39,37,45,31,34,31,0,91,89,57,96
"Jeremie Frimpong","D/WB/M (R)",23,"5'8""","143 lbs","-","Bayer 04","Bundesliga","NED (GHA)","-","Fairly Ambitious","Level-headed","£82,000 p/w","£60M - £86M","-","Right",38,3192,7.16,0,84,0,0,0,67,33,49,7,28,0,0,0,0,69,34,26,54,7,28,0,0,72,42,45,92,66,20,46,28,53,21,82,45,6,31,53,22,83,46,6,31,0,66,31,33,11,7,24,85,47,84,46,27,67,91,83,97,86,81,99,93,87,98,93,94,79,20,100,98,98,89,23,93,80,95,75,99,89,98,84,41,57,32,42,46,99,100,0,0,0,97,82,98,88,23,71,61,82,61,75,100,99,93,74,47,21,58,1,63,18,52,46,96,55,0,0,1,83,97,11,96,84,41,87,63,14,30,100,5,76,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,24,42,100,42,100,99,2,93,93,96,70,0,99,69,0,87,93,71,61,44,85,76,77,58,37,22,80,77,62
"Jordan Henderson","DM, M (C)",33,"6'0""","176 lbs","-","Ajax","Eredivisie","ENG","-","Model Citizen","Unflappable","£66,000 p/w","Not for Sale","-","Right",15,1350,7.09,0,90,0,0,0,49,42,14,17,22,0,0,0,0,50,44,20,16,17,22,0,0,37,51,54,60,58,69,69,0,24,26,55,43,30,41,24,27,55,44,30,41,0,64,57,43,40,17,61,78,99,79,99,89,99,85,85,63,64,28,65,70,30,38,29,0,13,34,38,29,0,15,35,39,41,52,59,65,57,64,71,63,45,76,67,68,19,36,0,0,0,53,41,52,43,57,63,74,33,41,52,55,54,34,25,0,10,48,19,60,52,71,63,89,73,40,40,20,76,49,42,41,38,53,37,20,26,32,100,12,93,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,34,37,100,40,100,0,100,38,28,62,55,0,36,89,0,66,85,74,86,78,71,65,64,69,51,62,63,73,75
"Jhon Durán","ST (C)",20,"6'1""","160 lbs","-","Aston Villa","English Premier Division","COL","-","Balanced","Outspoken","£38,500 p/w","£25M - £36M","-","Left Only",2,998,6.61,33,28.51,78,89,88,85,91,60,90,89,79,89,68,89,86,93,89,64,90,89,0,0,0,0,0,66,82,7,6,0,69,82,80,92,39,44,70,84,81,93,39,45,66,84,92,85,92,73,91,39,7,38,9,21,6,19,6,25,15,33,26,15,36,28,25,0,0,0,30,27,0,0,0,0,15,0,13,44,23,40,27,37,2,4,3,2,57,53,0,0,0,42,25,43,35,100,82,97,0,0,19,31,9,15,12,0,0,71,94,65,76,35,19,6,38,0,19,96,17,71,44,85,87,39,22,8,11,7,19,14,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,24,11,100,19,100,0,100,22,78,12,22,0,62,38,0,36,27,45,76,89,67,78,80,84,97,74,27,56,12
"Christian Pulisic","M (R), AM (RLC)",25,"5'10""","160 lbs","-","AC Milan","Italian Serie A","USA (CRO)","-","Ambitious","Media-friendly","£85,000 p/w","£74M - £110M","-","Right",45,3324,7.16,1,72.26,89,65,65,98,84,70,9,32,91,66,40,67,98,87,31,74,9,32,86,55,93,71,72,93,70,92,77,77,95,76,98,83,59,62,96,78,99,85,59,62,36,97,81,95,77,58,67,85,44,83,43,21,49,85,70,98,89,87,99,92,87,99,96,100,95,54,98,87,98,87,57,92,75,91,65,99,95,100,95,57,37,35,31,33,93,99,0,0,0,97,81,97,83,9,56,36,33,11,60,91,60,63,21,0,0,81,22,61,15,18,6,38,20,0,0,23,32,97,5,94,84,28,53,9,4,16,16,20,66,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,2,83,95,94,44,0,96,99,0,42,93,99,96,95,99,98,97,97,82,26,54,95,29
"Juan Foyth","D (RC), DM",26,"6'2""","152 lbs","Wnt","Villarreal","Spanish First Division","ARG (ESP)","-","Balanced","Media-friendly","£29,000 p/w","£32M - £46M","-","Right",28,2594,7,1,89.45,0,1,9,34,6,29,73,66,0,1,59,9,35,6,67,32,74,67,0,0,37,22,24,42,8,86,77,0,40,18,38,7,86,74,41,19,39,8,86,74,55,37,9,20,8,26,12,94,95,94,95,84,92,94,67,50,16,12,52,17,12,54,29,38,19,60,59,32,44,23,60,39,18,52,27,58,15,63,23,88,100,89,99,95,24,58,0,0,0,73,39,69,32,20,20,42,78,64,44,82,66,73,49,95,93,81,47,85,64,67,29,64,70,85,72,50,58,65,21,20,32,48,79,58,26,40,8,100,44,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8,15,100,20,100,51,100,34,22,23,75,0,20,69,0,75,64,56,38,42,49,34,41,34,49,83,85,54,90
"Dani Ceballos","M (C)",27,"5'10""","156 lbs","Trn","Real San Sebastián","Spanish First Division","ESP","-","Balanced","Media-friendly","£170,000 p/w","£10.5M","£31.5M","Right",13,1093,6.89,2,72.87,0,0,0,55,53,49,14,17,0,0,0,0,56,54,14,54,14,17,0,55,37,62,64,60,70,68,69,30,24,33,58,56,25,28,24,34,58,57,25,29,0,52,53,43,46,34,45,58,66,59,64,44,61,59,58,73,92,80,76,98,86,46,43,0,0,0,42,39,0,0,0,58,67,70,87,63,80,60,82,51,66,60,67,67,63,59,0,0,0,55,63,52,60,46,32,30,0,23,54,45,36,53,73,0,12,33,1,15,1,7,63,74,8,0,0,1,31,46,41,32,44,35,33,24,35,38,100,27,80,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,24,24,100,22,100,0,100,58,55,93,33,0,62,83,0,46,77,78,83,71,69,82,79,79,55,18,46,84,57
"Kerem Aktürkoğlu","AM (RLC)",25,"5'8""","145 lbs","-","Benfica","Portuguese Premier League","TUR","-","Perfectionist","Evasive, Reserved","£35,000 p/w","£37M - £44M","-","Right",35,2948,7.4,1,81.89,94,78,77,98,87,38,89,77,93,74,35,74,97,85,75,32,86,73,99,87,81,58,61,96,82,16,40,46,96,83,98,89,68,64,95,80,98,88,52,60,36,99,92,97,87,53,92,77,35,77,36,34,32,72,47,94,82,85,96,86,88,92,76,90,75,51,96,82,95,82,52,91,79,93,75,99,96,99,97,65,36,26,27,30,91,98,60,65,100,93,75,92,71,7,35,25,0,0,56,78,40,58,21,0,0,72,13,50,8,14,11,43,16,0,0,14,26,96,8,93,84,29,68,30,3,12,17,15,62,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,24,42,100,42,100,94,100,90,97,90,38,0,97,91,0,34,86,93,97,96,98,97,96,97,91,21,44,87,18
"Gabriel Moscardo","D (C), DM",18,"6'1""","163 lbs","-","Paris SG","Ligue 1 Uber Eats","BRA","-","Fairly Determined","Media-friendly","£1,000 p/w","£33M - £41M","-","Right",2,270,6.61,9,24.55,0,0,0,11,27,21,53,32,0,0,0,0,12,28,31,23,53,32,0,0,0,0,0,0,0,64,62,0,0,0,7,5,54,44,0,0,7,5,55,45,0,9,41,0,0,0,45,31,67,31,66,52,69,32,66,25,75,57,26,82,61,0,17,0,0,0,0,19,0,0,0,0,0,0,0,28,52,28,86,85,61,71,73,73,0,0,0,0,0,31,81,24,54,63,6,3,0,84,0,13,15,0,35,0,0,20,19,21,45,61,89,77,63,0,0,20,43,10,100,65,34,100,22,79,100,100,100,100,72,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,100,59,0,50,60,0,23,49,0,63,31,37,35,23,22,31,33,32,5,37,58,0,77
"Emre Can","D (C), DM, M (C)",30,"6'1""","189 lbs","-","Borussia Dortmund","Bundesliga","GER (TUR)","-","Fairly Determined","Media-friendly","£130,000 p/w","£25M - £36M","-","Right",30,2353,6.8,0,78.43,37,26,26,67,42,38,65,62,37,26,35,27,68,44,63,43,66,63,64,55,37,28,28,62,31,67,62,0,53,31,64,34,65,62,53,32,65,35,65,62,32,69,45,52,31,18,43,87,87,87,86,70,84,87,66,76,58,35,80,63,38,52,30,38,21,65,57,33,44,26,66,39,21,40,19,83,62,82,65,50,58,77,75,76,61,79,0,0,0,84,69,76,50,4,9,7,33,23,23,74,56,63,37,34,16,64,15,71,41,59,44,79,61,49,32,15,47,70,4,3,43,7,45,12,26,38,20,22,94,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,5,6,3,0,100,68,44,51,47,0,39,87,0,47,82,84,70,62,75,65,70,59,66,53,60,63,69
"Pablo Sarabia","M/AM (RLC)",32,"5'9""","152 lbs","Inj","Wolves","English Premier Division","ESP","-","Balanced","Media-friendly","£130,000 p/w","Not for Sale","-","Left",33,2372,6.92,0,71.88,66,45,46,87,70,49,16,37,57,37,9,39,86,68,26,32,13,32,97,88,0,8,9,94,88,0,6,10,61,40,92,78,1,11,53,32,92,78,0,10,20,88,71,82,61,34,66,74,43,73,42,21,47,74,70,95,92,91,82,65,65,99,98,98,96,45,91,80,87,77,46,46,29,62,41,93,92,88,84,37,32,42,32,30,93,96,0,0,100,83,65,86,73,38,71,67,0,0,48,75,58,82,71,22,12,74,38,49,12,11,9,26,13,0,0,40,21,87,15,69,72,29,58,27,4,11,2,3,78,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,24,37,100,38,100,0,100,84,86,69,37,0,88,67,0,56,82,78,84,71,91,88,88,83,70,30,49,65,18
"James Rodríguez","M (C), AM (RLC)",32,"5'11""","163 lbs","-","Vallecano","Spanish First Division","COL (ESP)","-","Fairly Ambitious","Outspoken","£35,000 p/w","Not for Sale","-","Left",29,1865,6.91,0,64.31,0,15,16,74,57,70,10,22,0,0,0,0,66,48,18,32,8,20,0,31,37,37,38,94,94,1,6,17,40,29,86,76,1,10,24,19,84,74,1,9,4,69,52,64,47,43,46,69,48,69,48,34,48,68,61,99,99,98,86,92,85,97,97,95,94,20,64,48,28,23,20,67,58,85,82,77,71,73,61,35,85,48,66,65,51,66,0,0,100,68,51,54,28,7,5,6,33,31,79,61,41,67,60,22,15,54,12,55,27,42,45,64,44,0,0,13,23,75,39,84,64,62,42,16,21,30,100,14,67,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,51,100,52,48,85,28,0,53,57,0,35,76,59,82,70,84,82,78,81,55,28,44,76,59
"Nemanja Matić","DM, M (C)",35,"6'4""","185 lbs","-","OL","Ligue 1 Uber Eats","SRB (SVK)","-","Professional","Evasive, Reserved","£69,000 p/w","Not for Sale","-","Left",14,951,6.78,0,67.93,0,0,0,24,20,38,39,37,0,0,0,0,25,21,36,43,40,37,0,0,0,0,0,48,54,16,14,0,0,0,38,34,19,20,0,0,39,35,19,20,0,22,21,0,0,0,10,56,75,58,79,77,76,59,67,63,85,64,65,93,69,28,26,0,0,0,30,29,0,0,0,46,61,62,85,53,52,52,67,64,96,92,96,94,19,29,0,0,0,52,65,52,73,63,71,67,33,59,29,31,10,26,27,0,13,46,46,60,71,80,70,84,82,68,83,48,89,32,36,17,28,13,30,23,100,100,100,100,71,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,17,12,100,8,100,0,100,43,22,81,82,0,35,54,0,70,52,34,56,37,42,44,47,44,4,86,72,48,91
"Mattia Zaccagni","AM (LC)",28,"5'10""","136 lbs","Inj","Lazio","Italian Serie A","ITA","-","Resolute","Level-headed","£115,000 p/w","£47M - £57M","-","Right",33,2617,7.25,3,72.69,86,66,66,91,73,49,87,75,79,57,35,57,88,70,73,23,82,73,0,0,93,81,82,95,86,85,73,93,94,81,95,81,91,79,92,77,93,78,89,76,47,93,77,94,83,86,67,74,38,74,38,34,34,71,50,94,88,89,97,95,95,91,79,92,82,68,95,85,97,91,69,80,65,76,53,96,93,94,89,44,38,53,44,42,91,97,60,65,100,91,80,92,80,13,45,31,0,0,28,81,63,58,27,0,0,69,17,46,7,12,12,38,14,0,0,18,27,95,2,46,85,6,72,44,5,15,8,6,57,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,89,100,76,96,96,41,0,94,98,0,48,97,99,97,98,98,99,97,98,88,22,54,98,27
"David De Gea","GK",33,"6'4""","167 lbs","-","Fiorentina","Italian Serie A","ESP","-","Resolute","Reserved","£70,000 p/w","Not for Sale","-","Right",38,3450,6.86,0,90.79,0,0,0,0,0,0,66,62,0,0,0,0,0,0,63,0,66,63,0,0,0,0,0,0,0,64,62,0,0,0,0,0,63,62,0,0,0,0,63,62,0,0,0,0,0,0,0,70,12,62,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,62,40,27,0,0,0,0,0,12,1,0,0,77,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100,94,27,100,82,42,100,100,100,100,5,65,93,68,76,75,25,94,76,68,77,90,66,52,60,80,51,26,39,77,73,88,60,96,81,45,0,41,24,63,77,41,100,100,100,100,100,100,51,100,0,0,0,0,74,0,2,94,3,2,1,2,2,2,0,0,0,10,0,4,0,16
"Matías Vecino","DM, M (C)",32,"6'2""","178 lbs","-","Lazio","Italian Serie A","URU (ITA)","-","Professional","Media-friendly","£58,000 p/w","Not for Sale","-","Right",20,1708,6.88,11,55.1,37,36,36,70,55,60,49,58,0,15,4,17,58,44,42,23,37,50,0,31,0,13,15,48,26,47,58,0,40,33,60,41,43,56,24,22,53,32,36,48,36,68,53,52,39,23,44,72,66,73,66,52,58,70,54,59,42,31,61,45,33,44,29,0,0,0,48,33,0,0,0,46,36,52,46,71,53,70,61,54,74,79,81,81,26,49,0,0,100,66,54,72,70,70,82,92,0,11,29,59,43,73,78,34,23,60,34,63,44,48,42,49,51,55,48,35,59,65,21,20,52,20,45,24,35,44,20,28,86,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,34,42,100,44,100,0,100,76,28,37,56,0,32,66,0,69,39,45,55,53,44,47,52,53,63,67,63,52,72
